shipment_id,delivery_id,claim_id,ship_date,delivery_date,calculated_delay,stock_level,reorder_threshold,reorder_flag,claim_date,resolved_date,claim_age,reason,amount_claimed,claim_status
S00204,D00203,C00011,2025-06-03,2025-06-10,7,859.0,113.0,False,2025-06-12,2025-06-29,17.0,Incorrect Delivery,349.47,Rejected
S00204,D00203,C00011,2025-06-03,2025-06-10,7,669.0,270.0,False,2025-06-12,2025-06-29,17.0,Incorrect Delivery,349.47,Rejected
S00204,D00203,C00011,2025-06-03,2025-06-10,7,679.0,124.0,False,2025-06-12,2025-06-29,17.0,Incorrect Delivery,349.47,Rejected
S00204,D00203,C00084,2025-06-03,2025-06-10,7,859.0,113.0,False,2025-07-22,2025-07-26,4.0,Incorrect Delivery,631.29,Rejected
S00204,D00203,C00084,2025-06-03,2025-06-10,7,669.0,270.0,False,2025-07-22,2025-07-26,4.0,Incorrect Delivery,631.29,Rejected
S00204,D00203,C00084,2025-06-03,2025-06-10,7,679.0,124.0,False,2025-07-22,2025-07-26,4.0,Incorrect Delivery,631.29,Rejected
S00205,D00204,,2025-06-22,2025-06-26,4,,,False,,,,,,
S00206,D00205,,2025-08-04,2025-08-06,2,686.0,101.0,False,,,,,,
S00207,D00206,,2025-06-16,2025-06-19,3,,,False,,,,,,
S00208,D00207,,2025-07-06,2025-07-14,8,605.0,260.0,False,,,,,,
S00208,D00207,,2025-07-06,2025-07-14,8,131.0,247.0,True,,,,,,
S00208,D00207,,2025-07-06,2025-07-14,8,851.0,284.0,False,,,,,,
S00209,D00208,C00186,2025-05-24,2025-05-30,6,,,False,2025-07-26,2025-08-06,11.0,Lost Package,305.93,Approved
S00210,D00209,,2025-06-11,2025-06-17,6,,,False,,,,,,
S00211,D00210,,2025-08-03,2025-08-11,8,484.0,197.0,False,,,,,,
S00212,D00211,,2025-05-07,2025-05-17,10,289.0,182.0,False,,,,,,
S00213,D00212,,2025-07-30,2025-08-08,9,,,False,,,,,,
S00214,D00213,,2025-06-26,2025-06-28,2,686.0,101.0,False,,,,,,
S00215,D00214,,2025-06-30,2025-07-04,4,885.0,135.0,False,,,,,,
S00215,D00214,,2025-06-30,2025-07-04,4,525.0,297.0,False,,,,,,
S00216,D00215,C00226,2025-05-09,2025-05-12,3,127.0,178.0,True,2025-08-21,2025-08-23,2.0,Delay,565.37,Rejected
S00216,D00215,C00226,2025-05-09,2025-05-12,3,131.0,232.0,True,2025-08-21,2025-08-23,2.0,Delay,565.37,Rejected
S00217,D00216,,2025-07-29,2025-08-07,9,,,False,,,,,,
S00218,D00217,,2025-04-07,2025-04-13,6,328.0,134.0,False,,,,,,
S00219,D00218,C00134,2025-04-29,2025-05-04,5,403.0,236.0,False,2025-05-21,2025-06-01,11.0,Incorrect Delivery,747.74,Pending
S00219,D00218,C00134,2025-04-29,2025-05-04,5,285.0,181.0,False,2025-05-21,2025-06-01,11.0,Incorrect Delivery,747.74,Pending
S00220,D00219,,2025-06-29,2025-07-04,5,,,False,,,,,,
S00221,D00220,,2025-06-08,2025-06-10,2,,,False,,,,,,
S00222,D00221,C00087,2025-03-30,2025-04-04,5,,,False,2025-06-07,2025-06-23,16.0,Incorrect Delivery,357.99,Pending
S00223,D00222,,2025-05-14,2025-05-17,3,1000.0,290.0,False,,,,,,
S00224,D00223,,2025-03-30,2025-04-07,8,,,False,,,,,,
S00225,D00224,,2025-05-11,2025-05-17,6,657.0,209.0,False,,,,,,
S00226,D00225,,2025-07-23,2025-07-30,7,,,False,,,,,,
S00227,D00226,,2025-05-11,2025-05-13,2,,,False,,,,,,
S00228,D00227,,2025-04-27,2025-05-03,6,735.0,290.0,False,,,,,,
S00229,D00228,,2025-06-03,2025-06-05,2,131.0,124.0,False,,,,,,
S00230,D00229,,2025-07-20,2025-07-29,9,591.0,184.0,False,,,,,,
S00231,D00230,,2025-06-05,2025-06-15,10,489.0,177.0,False,,,,,,
S00232,D00231,,2025-06-26,2025-06-28,2,300.0,116.0,False,,,,,,
S00233,D00232,C00290,2025-05-04,2025-05-11,7,,,False,2025-06-23,2025-07-08,15.0,Delay,817.7,Rejected
S00234,D00233,C00187,2025-07-31,2025-08-06,6,,,False,2025-04-22,2025-05-05,13.0,Incorrect Delivery,411.15,Rejected
S00235,D00234,,2025-06-17,2025-06-24,7,,,False,,,,,,
S00236,D00235,,2025-08-07,2025-08-17,10,441.0,236.0,False,,,,,,
S00236,D00235,,2025-08-07,2025-08-17,10,341.0,113.0,False,,,,,,
S00236,D00235,,2025-08-07,2025-08-17,10,706.0,157.0,False,,,,,,
S00237,D00236,,2025-06-24,2025-06-29,5,618.0,130.0,False,,,,,,
S00238,D00237,,2025-05-21,2025-05-30,9,,,False,,,,,,
S00239,D00238,C00220,2025-07-31,2025-08-03,3,,,False,2025-06-03,2025-06-23,20.0,Damage,829.2,Rejected
S00240,D00239,,2025-06-18,2025-06-27,9,859.0,113.0,False,,,,,,
S00240,D00239,,2025-06-18,2025-06-27,9,669.0,270.0,False,,,,,,
S00240,D00239,,2025-06-18,2025-06-27,9,679.0,124.0,False,,,,,,
S00241,D00240,C00097,2025-07-17,2025-07-20,3,102.0,220.0,True,2025-07-24,2025-08-12,19.0,Lost Package,715.91,Rejected
S00241,D00240,C00097,2025-07-17,2025-07-20,3,736.0,166.0,False,2025-07-24,2025-08-12,19.0,Lost Package,715.91,Rejected
S00242,D00241,C00078,2025-07-08,2025-07-12,4,,,False,2025-08-10,2025-08-19,9.0,Damage,838.49,Rejected
S00243,D00242,,2025-06-05,2025-06-10,5,170.0,259.0,True,,,,,,
S00244,D00243,,2025-06-28,2025-07-02,4,,,False,,,,,,
S00245,D00244,,2025-05-19,2025-05-22,3,96.0,115.0,True,,,,,,
S00245,D00244,,2025-05-19,2025-05-22,3,806.0,215.0,False,,,,,,
S00246,D00245,,2025-03-23,2025-03-31,8,742.0,136.0,False,,,,,,
S00246,D00245,,2025-03-23,2025-03-31,8,937.0,164.0,False,,,,,,
S00247,D00246,C00279,2025-07-18,2025-07-25,7,7.0,186.0,True,2025-04-28,2025-05-01,3.0,Damage,222.62,Approved
S00248,D00247,,2025-05-20,2025-05-29,9,902.0,297.0,False,,,,,,
S00248,D00247,,2025-05-20,2025-05-29,9,894.0,184.0,False,,,,,,
S00248,D00247,,2025-05-20,2025-05-29,9,391.0,242.0,False,,,,,,
S00249,D00248,C00198,2025-03-20,2025-03-27,7,,,False,2025-08-27,2025-09-02,6.0,Lost Package,680.56,Rejected
S00250,D00249,,2025-07-12,2025-07-19,7,224.0,186.0,False,,,,,,
S00250,D00249,,2025-07-12,2025-07-19,7,403.0,195.0,False,,,,,,
S00251,D00250,,2025-07-01,2025-07-05,4,775.0,107.0,False,,,,,,
S00252,D00251,,2025-05-20,2025-05-27,7,,,False,,,,,,
S00253,D00252,,2025-06-19,2025-06-27,8,,,False,,,,,,
S00254,D00253,,2025-06-13,2025-06-21,8,602.0,102.0,False,,,,,,
S00254,D00253,,2025-06-13,2025-06-21,8,951.0,257.0,False,,,,,,
S00254,D00253,,2025-06-13,2025-06-21,8,92.0,282.0,True,,,,,,
S00254,D00253,,2025-06-13,2025-06-21,8,568.0,227.0,False,,,,,,
S00254,D00253,,2025-06-13,2025-06-21,8,772.0,192.0,False,,,,,,
S00255,D00254,,2025-06-16,2025-06-24,8,903.0,223.0,False,,,,,,
S00256,D00255,,2025-03-25,2025-03-28,3,,,False,,,,,,
S00257,D00256,,2025-04-10,2025-04-14,4,,,False,,,,,,
S00258,D00257,C00051,2025-07-17,2025-07-27,10,,,False,2025-05-16,2025-05-25,9.0,Incorrect Delivery,857.42,Pending
S00259,D00258,,2025-07-28,2025-08-06,9,,,False,,,,,,
S00260,D00259,,2025-04-20,2025-04-28,8,742.0,136.0,False,,,,,,
S00260,D00259,,2025-04-20,2025-04-28,8,937.0,164.0,False,,,,,,
S00261,D00260,C00209,2025-03-15,2025-03-18,3,366.0,115.0,False,2025-04-12,2025-04-21,9.0,Lost Package,925.11,Approved
S00261,D00260,C00209,2025-03-15,2025-03-18,3,159.0,136.0,False,2025-04-12,2025-04-21,9.0,Lost Package,925.11,Approved
S00261,D00260,C00209,2025-03-15,2025-03-18,3,712.0,296.0,False,2025-04-12,2025-04-21,9.0,Lost Package,925.11,Approved
S00262,D00261,,2025-07-04,2025-07-09,5,,,False,,,,,,
S00263,D00262,,2025-03-18,2025-03-28,10,902.0,297.0,False,,,,,,
S00263,D00262,,2025-03-18,2025-03-28,10,894.0,184.0,False,,,,,,
S00263,D00262,,2025-03-18,2025-03-28,10,391.0,242.0,False,,,,,,
S00264,D00263,,2025-04-14,2025-04-23,9,,,False,,,,,,
S00265,D00264,,2025-07-12,2025-07-18,6,,,False,,,,,,
S00266,D00265,C00106,2025-03-27,2025-04-01,5,,,False,2025-06-30,2025-07-16,16.0,Damage,476.91,Approved
S00267,D00266,,2025-06-10,2025-06-20,10,58.0,132.0,True,,,,,,
S00267,D00266,,2025-06-10,2025-06-20,10,257.0,281.0,True,,,,,,
S00268,D00267,,2025-07-05,2025-07-13,8,177.0,262.0,True,,,,,,
S00269,D00268,C00210,2025-08-07,2025-08-13,6,556.0,223.0,False,2025-04-17,2025-04-24,7.0,Incorrect Delivery,148.14,Rejected
S00269,D00268,C00210,2025-08-07,2025-08-13,6,914.0,283.0,False,2025-04-17,2025-04-24,7.0,Incorrect Delivery,148.14,Rejected
S00269,D00268,C00210,2025-08-07,2025-08-13,6,767.0,181.0,False,2025-04-17,2025-04-24,7.0,Incorrect Delivery,148.14,Rejected
S00270,D00269,,2025-05-01,2025-05-03,2,23.0,132.0,True,,,,,,
S00271,D00270,,2025-06-07,2025-06-11,4,698.0,232.0,False,,,,,,
S00271,D00270,,2025-06-07,2025-06-11,4,330.0,102.0,False,,,,,,
S00271,D00270,,2025-06-07,2025-06-11,4,633.0,278.0,False,,,,,,
S00271,D00270,,2025-06-07,2025-06-11,4,650.0,251.0,False,,,,,,
S00272,D00271,,2025-04-01,2025-04-08,7,393.0,176.0,False,,,,,,
S00273,D00272,C00127,2025-07-21,2025-07-27,6,,,False,2025-06-29,2025-07-07,8.0,Incorrect Delivery,579.43,Rejected
S00273,D00272,C00269,2025-07-21,2025-07-27,6,,,False,2025-07-08,2025-07-20,12.0,Delay,194.71,Rejected
S00274,D00273,,2025-04-14,2025-04-20,6,,,False,,,,,,
S00275,D00274,,2025-06-22,2025-06-24,2,,,False,,,,,,
S00276,D00275,C00248,2025-07-06,2025-07-15,9,339.0,115.0,False,2025-04-13,2025-04-14,1.0,Incorrect Delivery,137.76,Rejected
S00277,D00276,,2025-06-20,2025-06-29,9,805.0,162.0,False,,,,,,
S00277,D00276,,2025-06-20,2025-06-29,9,151.0,249.0,True,,,,,,
S00278,D00277,,2025-07-24,2025-07-31,7,205.0,129.0,False,,,,,,
S00279,D00278,,2025-08-07,2025-08-13,6,799.0,280.0,False,,,,,,
S00279,D00278,,2025-08-07,2025-08-13,6,741.0,162.0,False,,,,,,
S00280,D00279,,2025-03-29,2025-04-01,3,,,False,,,,,,
S00281,D00280,C00140,2025-08-06,2025-08-11,5,,,False,2025-06-11,2025-06-24,13.0,Damage,808.93,Approved
S00282,D00281,,2025-07-05,2025-07-13,8,,,False,,,,,,
S00283,D00282,C00237,2025-07-26,2025-08-04,9,98.0,152.0,True,2025-08-31,2025-09-05,5.0,Incorrect Delivery,804.73,Rejected
S00284,D00283,,2025-03-12,2025-03-16,4,7.0,186.0,True,,,,,,
S00285,D00284,C00041,2025-05-29,2025-06-07,9,883.0,197.0,False,2025-05-06,2025-05-08,2.0,Damage,249.72,Rejected
S00285,D00284,C00041,2025-05-29,2025-06-07,9,450.0,102.0,False,2025-05-06,2025-05-08,2.0,Damage,249.72,Rejected
S00285,D00284,C00041,2025-05-29,2025-06-07,9,993.0,225.0,False,2025-05-06,2025-05-08,2.0,Damage,249.72,Rejected
S00286,D00285,,2025-07-15,2025-07-21,6,515.0,247.0,False,,,,,,
S00286,D00285,,2025-07-15,2025-07-21,6,817.0,230.0,False,,,,,,
S00287,D00286,,2025-06-01,2025-06-04,3,,,False,,,,,,
S00288,D00287,C00178,2025-08-04,2025-08-13,9,520.0,234.0,False,2025-06-22,2025-07-01,9.0,Damage,183.07,Rejected
S00289,D00288,,2025-06-27,2025-07-03,6,,,False,,,,,,
S00290,D00289,,2025-06-26,2025-07-05,9,710.0,235.0,False,,,,,,
S00291,D00290,,2025-07-01,2025-07-09,8,,,False,,,,,,
S00292,D00291,,2025-07-31,2025-08-08,8,956.0,177.0,False,,,,,,
S00293,D00292,C00196,2025-04-03,2025-04-12,9,,,False,2025-07-23,2025-07-26,3.0,Incorrect Delivery,713.95,Rejected
S00294,D00293,C00029,2025-04-11,2025-04-16,5,956.0,177.0,False,2025-08-24,2025-08-31,7.0,Incorrect Delivery,215.93,Rejected
S00295,D00294,,2025-06-25,2025-06-30,5,,,False,,,,,,
S00296,D00295,,2025-03-28,2025-04-06,9,,,False,,,,,,
S00297,D00296,,2025-06-03,2025-06-11,8,896.0,182.0,False,,,,,,
S00298,D00297,,2025-03-26,2025-03-30,4,,,False,,,,,,
S00299,D00298,,2025-07-08,2025-07-17,9,801.0,232.0,False,,,,,,
S00299,D00298,,2025-07-08,2025-07-17,9,816.0,233.0,False,,,,,,
S00300,D00299,,2025-08-08,2025-08-17,9,868.0,233.0,False,,,,,,
S00301,D00300,,2025-03-13,2025-03-19,6,,,False,,,,,,
S00302,D00301,C00250,2025-06-19,2025-06-26,7,,,False,2025-09-01,2025-09-20,19.0,Delay,440.13,Rejected
S00303,D00302,,2025-06-19,2025-06-29,10,972.0,249.0,False,,,,,,
S00304,D00303,,2025-03-18,2025-03-23,5,510.0,159.0,False,,,,,,
S00305,D00304,,2025-04-10,2025-04-17,7,,,False,,,,,,
S00306,D00305,,2025-07-19,2025-07-25,6,833.0,213.0,False,,,,,,
S00307,D00306,,2025-06-19,2025-06-22,3,884.0,260.0,False,,,,,,
S00308,D00307,,2025-06-25,2025-07-04,9,,,False,,,,,,
S00309,D00308,C00161,2025-07-02,2025-07-05,3,,,False,2025-05-22,2025-05-31,9.0,Delay,368.84,Rejected
S00310,D00309,,2025-04-23,2025-04-26,3,571.0,297.0,False,,,,,,
S00311,D00310,,2025-06-30,2025-07-09,9,674.0,177.0,False,,,,,,
S00312,D00311,C00102,2025-03-31,2025-04-04,4,495.0,196.0,False,2025-05-01,2025-05-16,15.0,Delay,244.64,Pending
S00312,D00311,C00102,2025-03-31,2025-04-04,4,235.0,135.0,False,2025-05-01,2025-05-16,15.0,Delay,244.64,Pending
S00313,D00312,C00193,2025-06-18,2025-06-21,3,904.0,144.0,False,2025-07-22,2025-08-02,11.0,Lost Package,356.69,Approved
S00313,D00312,C00193,2025-06-18,2025-06-21,3,940.0,290.0,False,2025-07-22,2025-08-02,11.0,Lost Package,356.69,Approved
S00313,D00312,C00193,2025-06-18,2025-06-21,3,269.0,136.0,False,2025-07-22,2025-08-02,11.0,Lost Package,356.69,Approved
S00314,D00313,,2025-04-28,2025-05-03,5,955.0,190.0,False,,,,,,
S00315,D00314,,2025-06-12,2025-06-15,3,740.0,110.0,False,,,,,,
S00316,D00315,,2025-08-08,2025-08-15,7,385.0,118.0,False,,,,,,
S00316,D00315,,2025-08-08,2025-08-15,7,597.0,160.0,False,,,,,,
S00316,D00315,,2025-08-08,2025-08-15,7,49.0,150.0,True,,,,,,
S00317,D00316,,2025-03-16,2025-03-24,8,710.0,235.0,False,,,,,,
S00318,D00317,,2025-05-24,2025-06-01,8,,,False,,,,,,
S00319,D00318,C00176,2025-05-11,2025-05-13,2,155.0,218.0,True,2025-08-28,2025-09-17,20.0,Incorrect Delivery,220.9,Approved
S00319,D00318,C00176,2025-05-11,2025-05-13,2,598.0,246.0,False,2025-08-28,2025-09-17,20.0,Incorrect Delivery,220.9,Approved
S00320,D00319,,2025-06-23,2025-06-26,3,904.0,254.0,False,,,,,,
S00320,D00319,,2025-06-23,2025-06-26,3,993.0,114.0,False,,,,,,
S00321,D00320,,2025-05-05,2025-05-13,8,,,False,,,,,,
S00322,D00321,,2025-03-25,2025-03-27,2,822.0,234.0,False,,,,,,
S00323,D00322,C00166,2025-04-22,2025-04-28,6,,,False,2025-09-08,2025-09-23,15.0,Incorrect Delivery,878.66,Approved
S00323,D00322,C00284,2025-04-22,2025-04-28,6,,,False,2025-07-12,2025-07-14,2.0,Delay,484.66,Rejected
S00324,D00323,,2025-06-15,2025-06-21,6,602.0,171.0,False,,,,,,
S00325,D00324,C00080,2025-05-01,2025-05-03,2,694.0,243.0,False,2025-05-25,2025-06-14,20.0,Delay,138.07,Rejected
S00325,D00324,C00080,2025-05-01,2025-05-03,2,550.0,194.0,False,2025-05-25,2025-06-14,20.0,Delay,138.07,Rejected
S00326,D00325,,2025-04-28,2025-05-06,8,,,False,,,,,,
S00327,D00326,,2025-04-03,2025-04-12,9,913.0,128.0,False,,,,,,
S00327,D00326,,2025-04-03,2025-04-12,9,690.0,177.0,False,,,,,,
S00328,D00327,,2025-07-08,2025-07-13,5,41.0,159.0,True,,,,,,
S00329,D00328,,2025-06-12,2025-06-20,8,491.0,284.0,False,,,,,,
S00330,D00329,,2025-06-30,2025-07-10,10,964.0,256.0,False,,,,,,
S00331,D00330,,2025-05-04,2025-05-14,10,408.0,258.0,False,,,,,,
S00332,D00331,,2025-04-04,2025-04-06,2,334.0,255.0,False,,,,,,
S00333,D00332,C00204,2025-06-24,2025-06-30,6,356.0,283.0,False,2025-06-29,2025-07-10,11.0,Delay,340.09,Pending
S00334,D00333,,2025-06-07,2025-06-09,2,742.0,136.0,False,,,,,,
S00334,D00333,,2025-06-07,2025-06-09,2,937.0,164.0,False,,,,,,
S00335,D00334,C00165,2025-07-22,2025-07-25,3,910.0,253.0,False,2025-05-20,2025-05-30,10.0,Incorrect Delivery,335.92,Pending
S00336,D00335,C00159,2025-07-01,2025-07-07,6,,,False,2025-07-05,2025-07-21,16.0,Lost Package,639.54,Approved
S00337,D00336,C00203,2025-04-16,2025-04-21,5,830.0,222.0,False,2025-06-13,2025-06-21,8.0,Delay,129.88,Rejected
S00338,D00337,,2025-07-08,2025-07-13,5,,,False,,,,,,
S00339,D00338,,2025-06-01,2025-06-05,4,352.0,155.0,False,,,,,,
S00339,D00338,,2025-06-01,2025-06-05,4,156.0,280.0,True,,,,,,
S00340,D00339,,2025-05-22,2025-05-25,3,584.0,195.0,False,,,,,,
S00340,D00339,,2025-05-22,2025-05-25,3,472.0,281.0,False,,,,,,
S00341,D00340,,2025-06-06,2025-06-15,9,878.0,239.0,False,,,,,,
S00341,D00340,,2025-06-06,2025-06-15,9,226.0,157.0,False,,,,,,
S00342,D00341,,2025-06-30,2025-07-03,3,799.0,280.0,False,,,,,,
S00342,D00341,,2025-06-30,2025-07-03,3,741.0,162.0,False,,,,,,
S00343,D00342,,2025-05-02,2025-05-11,9,314.0,116.0,False,,,,,,
S00344,D00343,C00262,2025-05-23,2025-05-31,8,,,False,2025-06-11,2025-06-26,15.0,Lost Package,974.36,Pending
S00345,D00344,,2025-08-01,2025-08-07,6,,,False,,,,,,
S00346,D00345,,2025-04-14,2025-04-23,9,224.0,186.0,False,,,,,,
S00346,D00345,,2025-04-14,2025-04-23,9,403.0,195.0,False,,,,,,
S00347,D00346,,2025-06-22,2025-07-02,10,84.0,207.0,True,,,,,,
S00348,D00347,,2025-04-28,2025-05-08,10,493.0,144.0,False,,,,,,
S00348,D00347,,2025-04-28,2025-05-08,10,288.0,187.0,False,,,,,,
S00349,D00348,C00151,2025-03-22,2025-03-31,9,267.0,207.0,False,2025-06-01,2025-06-03,2.0,Lost Package,981.01,Rejected
S00349,D00348,C00167,2025-03-22,2025-03-31,9,267.0,207.0,False,2025-08-09,2025-08-20,11.0,Damage,614.09,Approved
S00350,D00349,,2025-07-11,2025-07-14,3,,,False,,,,,,
S00351,D00350,,2025-05-20,2025-05-26,6,566.0,283.0,False,,,,,,
S00351,D00350,,2025-05-20,2025-05-26,6,297.0,138.0,False,,,,,,
S00351,D00350,,2025-05-20,2025-05-26,6,582.0,103.0,False,,,,,,
S00352,D00351,,2025-05-16,2025-05-22,6,39.0,137.0,True,,,,,,
S00353,D00352,,2025-07-01,2025-07-05,4,867.0,163.0,False,,,,,,
S00353,D00352,,2025-07-01,2025-07-05,4,649.0,108.0,False,,,,,,
S00354,D00353,C00033,2025-05-13,2025-05-19,6,478.0,166.0,False,2025-07-27,2025-08-12,16.0,Delay,801.3,Rejected
S00355,D00354,,2025-03-26,2025-03-28,2,,,False,,,,,,
S00356,D00355,C00173,2025-07-11,2025-07-19,8,,,False,2025-08-05,2025-08-19,14.0,Delay,932.82,Pending
S00357,D00356,,2025-05-15,2025-05-22,7,136.0,263.0,True,,,,,,
S00357,D00356,,2025-05-15,2025-05-22,7,328.0,212.0,False,,,,,,
S00357,D00356,,2025-05-15,2025-05-22,7,397.0,109.0,False,,,,,,
S00358,D00357,,2025-05-28,2025-06-01,4,627.0,235.0,False,,,,,,
S00359,D00358,,2025-05-10,2025-05-19,9,86.0,270.0,True,,,,,,
S00360,D00359,C00155,2025-07-06,2025-07-09,3,72.0,139.0,True,2025-06-14,2025-06-28,14.0,Damage,163.35,Pending
S00361,D00360,,2025-08-09,2025-08-14,5,735.0,290.0,False,,,,,,
S00362,D00361,,2025-06-06,2025-06-12,6,,,False,,,,,,
S00363,D00362,,2025-04-04,2025-04-10,6,790.0,182.0,False,,,,,,
S00364,D00363,C00115,2025-08-02,2025-08-05,3,391.0,195.0,False,2025-06-10,2025-06-18,8.0,Incorrect Delivery,139.62,Rejected
S00365,D00364,,2025-03-29,2025-04-08,10,,,False,,,,,,
S00366,D00365,,2025-08-07,2025-08-10,3,,,False,,,,,,
S00367,D00366,,2025-03-31,2025-04-06,6,,,False,,,,,,
S00368,D00367,,2025-07-16,2025-07-25,9,908.0,241.0,False,,,,,,
S00368,D00367,,2025-07-16,2025-07-25,9,646.0,224.0,False,,,,,,
S00368,D00367,,2025-07-16,2025-07-25,9,331.0,157.0,False,,,,,,
S00369,D00368,,2025-08-01,2025-08-03,2,817.0,112.0,False,,,,,,
S00369,D00368,,2025-08-01,2025-08-03,2,13.0,178.0,True,,,,,,
S00370,D00369,C00154,2025-04-05,2025-04-13,8,334.0,255.0,False,2025-05-22,2025-05-24,2.0,Delay,727.29,Approved
S00371,D00370,C00040,2025-05-19,2025-05-22,3,483.0,134.0,False,2025-05-27,2025-06-12,16.0,Delay,531.38,Rejected
S00371,D00370,C00040,2025-05-19,2025-05-22,3,641.0,219.0,False,2025-05-27,2025-06-12,16.0,Delay,531.38,Rejected
S00372,D00371,C00047,2025-06-23,2025-06-27,4,103.0,106.0,True,2025-05-31,2025-06-15,15.0,Incorrect Delivery,960.93,Rejected
S00373,D00372,,2025-07-24,2025-07-30,6,47.0,238.0,True,,,,,,
S00374,D00373,,2025-07-11,2025-07-18,7,24.0,261.0,True,,,,,,
S00375,D00374,,2025-05-10,2025-05-18,8,337.0,264.0,False,,,,,,
S00375,D00374,,2025-05-10,2025-05-18,8,947.0,213.0,False,,,,,,
S00376,D00375,,2025-03-28,2025-04-03,6,891.0,261.0,False,,,,,,
S00377,D00376,C00249,2025-04-30,2025-05-05,5,,,False,2025-04-12,2025-04-19,7.0,Delay,486.91,Rejected
S00378,D00377,C00048,2025-06-20,2025-06-23,3,,,False,2025-07-10,2025-07-30,20.0,Incorrect Delivery,903.74,Approved
S00378,D00377,C00189,2025-06-20,2025-06-23,3,,,False,2025-04-19,2025-04-29,10.0,Lost Package,953.19,Pending
S00379,D00378,,2025-06-22,2025-06-30,8,277.0,241.0,False,,,,,,
S00379,D00378,,2025-06-22,2025-06-30,8,346.0,163.0,False,,,,,,
S00380,D00379,,2025-05-08,2025-05-10,2,,,False,,,,,,
S00381,D00380,C00050,2025-07-04,2025-07-09,5,,,False,2025-07-13,2025-07-21,8.0,Lost Package,482.65,Pending
S00382,D00381,,2025-05-22,2025-05-28,6,,,False,,,,,,
S00383,D00382,,2025-06-03,2025-06-08,5,802.0,169.0,False,,,,,,
S00384,D00383,,2025-05-23,2025-05-28,5,582.0,153.0,False,,,,,,
S00384,D00383,,2025-05-23,2025-05-28,5,335.0,142.0,False,,,,,,
S00385,D00384,,2025-07-10,2025-07-19,9,192.0,122.0,False,,,,,,
S00386,D00385,,2025-07-08,2025-07-14,6,911.0,162.0,False,,,,,,
S00386,D00385,,2025-07-08,2025-07-14,6,428.0,207.0,False,,,,,,
S00386,D00385,,2025-07-08,2025-07-14,6,398.0,241.0,False,,,,,,
S00387,D00386,,2025-05-02,2025-05-08,6,160.0,117.0,False,,,,,,
S00388,D00387,,2025-04-15,2025-04-22,7,385.0,118.0,False,,,,,,
S00388,D00387,,2025-04-15,2025-04-22,7,597.0,160.0,False,,,,,,
S00388,D00387,,2025-04-15,2025-04-22,7,49.0,150.0,True,,,,,,
S00389,D00388,C00200,2025-06-07,2025-06-13,6,192.0,122.0,False,2025-06-05,2025-06-17,12.0,Delay,837.68,Approved
S00389,D00388,C00242,2025-06-07,2025-06-13,6,192.0,122.0,False,2025-07-16,2025-07-17,1.0,Incorrect Delivery,850.68,Approved
S00390,D00389,C00108,2025-04-16,2025-04-19,3,805.0,162.0,False,2025-06-12,2025-06-15,3.0,Damage,369.6,Approved
S00390,D00389,C00108,2025-04-16,2025-04-19,3,151.0,249.0,True,2025-06-12,2025-06-15,3.0,Damage,369.6,Approved
S00391,D00390,,2025-06-22,2025-06-26,4,46.0,118.0,True,,,,,,
S00392,D00391,,2025-05-02,2025-05-07,5,,,False,,,,,,
S00393,D00392,C00234,2025-03-12,2025-03-19,7,767.0,177.0,False,2025-08-15,2025-08-23,8.0,Damage,359.89,Rejected
S00393,D00392,C00234,2025-03-12,2025-03-19,7,74.0,150.0,True,2025-08-15,2025-08-23,8.0,Damage,359.89,Rejected
S00394,D00393,,2025-06-14,2025-06-20,6,286.0,255.0,False,,,,,,
S00394,D00393,,2025-06-14,2025-06-20,6,335.0,246.0,False,,,,,,
S00394,D00393,,2025-06-14,2025-06-20,6,599.0,226.0,False,,,,,,
S00394,D00393,,2025-06-14,2025-06-20,6,228.0,262.0,True,,,,,,
S00395,D00394,,2025-06-15,2025-06-20,5,705.0,258.0,False,,,,,,
S00395,D00394,,2025-06-15,2025-06-20,5,715.0,262.0,False,,,,,,
S00395,D00394,,2025-06-15,2025-06-20,5,950.0,268.0,False,,,,,,
S00396,D00395,C00230,2025-05-14,2025-05-16,2,407.0,222.0,False,2025-09-02,2025-09-04,2.0,Incorrect Delivery,490.57,Pending
S00397,D00396,,2025-03-21,2025-03-25,4,212.0,104.0,False,,,,,,
S00397,D00396,,2025-03-21,2025-03-25,4,362.0,265.0,False,,,,,,
S00398,D00397,,2025-06-24,2025-07-02,8,321.0,126.0,False,,,,,,
S00399,D00398,C00280,2025-05-24,2025-06-03,10,,,False,2025-05-23,2025-05-25,2.0,Lost Package,105.62,Pending
S00400,D00399,,2025-05-24,2025-05-31,7,524.0,285.0,False,,,,,,
S00401,D00400,,2025-04-18,2025-04-20,2,294.0,170.0,False,,,,,,
S00401,D00400,,2025-04-18,2025-04-20,2,657.0,205.0,False,,,,,,
S00402,D00401,,2025-06-20,2025-06-29,9,36.0,105.0,True,,,,,,
S00403,D00402,,2025-05-10,2025-05-17,7,836.0,299.0,False,,,,,,
S00403,D00402,,2025-05-10,2025-05-17,7,525.0,171.0,False,,,,,,
S00404,D00403,C00005,2025-08-02,2025-08-07,5,896.0,174.0,False,2025-06-17,2025-06-24,7.0,Damage,818.82,Pending
S00404,D00403,C00005,2025-08-02,2025-08-07,5,958.0,155.0,False,2025-06-17,2025-06-24,7.0,Damage,818.82,Pending
